Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;4_Merkmal_Code;4_Merkmal_Label;4_Auspraegung_Code;4_Auspraegung_Label;KAU002__Kauffaelle__Anzahl;FLC023__Veraeusserte_Flaeche__1000_qm;KAU004__Durchschnittlicher_Kaufwert__EUR/qm
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;PERART01;Natürliche Person;1765;5767;37,87
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;858;6907;35,26
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;;Insgesamt;2851;13344;35,28
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;8;59;125,74
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;611;1473;5,61
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;1635;3198;11,83
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;PERART01;Natürliche Person;1208;3849;42,50
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;508;3334;36,78
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;;Insgesamt;3970;11912;28,52
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;12;300;186,87
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;90;246;17,43
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;319;1109;22,70
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;PERART01;Natürliche Person;508;2039;43,22
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;643;8289;48,25
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;;Insgesamt;1572;11984;47,86
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;33;424;175,12
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;855;2371;7,89
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;2172;4894;14,19
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;PERART01;Natürliche Person;3593;12026;40,59
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;2097;19258;41,30
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND06;Sonstiges Bauland;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;;Insgesamt;8750;38972;37,10
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;159;383;463,69
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;17;37;77,83
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;65;85;35,58
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;PERART01;Natürliche Person;3514;2313;153,17
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;147;492;210,65
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;;Insgesamt;3902;3310;193,78
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;13;27;114,42
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;20;165;5,00
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;114;535;16,02
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;PERART01;Natürliche Person;929;1083;68,93
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;186;1692;78,16
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;;Insgesamt;1262;3503;62,65
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;316;744;302,34
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;135;503;14,04
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;140;274;43,83
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;PERART01;Natürliche Person;21621;19961;81,31
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;1720;10749;56,08
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;;Insgesamt;23932;32232;76,63
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;820;1264;367,06
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;659;1700;9,73
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;2826;6033;24,64
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;PERART01;Natürliche Person;35570;36154;87,95
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;2428;8544;82,07
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;;Insgesamt;42303;53696;84,00
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;185;880;420,90
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;101;302;41,15
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;472;1557;33,64
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;PERART01;Natürliche Person;12019;10881;108,36
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;2086;16861;103,67
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;;Insgesamt;14863;30481;110,31
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;1493;3299;375,95
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;932;2708;14,68
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;3617;8485;26,48
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;PERART01;Natürliche Person;73653;70391;91,07
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;6567;38340;85,76
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2011;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;;Insgesamt;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;;Insgesamt;86262;123222;90,92
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;173;407;575,76
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;.;.;.
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;28;54;41,94
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;PERART01;Natürliche Person;3640;2291;149,97
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;134;305;256,91
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;BAUHERR02;Wohnungsunternehmen;ERWAT4;Erwerber;;Insgesamt;3977;3080;215,59
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;10;45;85,34
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;3;11;14,22
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;32;65;81,89
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;PERART01;Natürliche Person;891;865;84,67
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;101;256;396,50
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPBUND03;Bund / Länder;ERWAT4;Erwerber;;Insgesamt;1037;1243;148,10
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;292;509;286,82
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;18;61;99,98
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;36;123;81,08
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;PERART01;Natürliche Person;20784;14620;102,29
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;855;3126;98,37
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;KRPGEMEIN01;Gemeinden / Gemeindeverbände;ERWAT4;Erwerber;;Insgesamt;21985;18439;106,57
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;830;1076;477,47
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;39;33;47,61
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;778;1021;53,90
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;PERART01;Natürliche Person;34124;30879;104,10
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;1920;4317;129,98
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;PERART01;Natürliche Person;ERWAT4;Erwerber;;Insgesamt;37691;37326;116,44
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;190;910;574,33
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPBUND03;Bund / Länder;27;102;76,59
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;KRPGEMEIN01;Gemeinden / Gemeindeverbände;122;558;83,44
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;PERART01;Natürliche Person;12740;9753;109,81
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;RECHTSF20;Übrige juristische Personen;1479;6226;191,04
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;RECHTSF20;Übrige juristische Personen;ERWAT4;Erwerber;;Insgesamt;14558;17550;161,69
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2012;DINSG;Deutschland insgesamt;DG;Deutschland;BAULA2;Baulandarten;BAULAND01;Baureifes Land;VKFAT2;Veräußerer;;Insgesamt;ERWAT4;Erwerber;BAUHERR02;Wohnungsunternehmen;1495;2948;482,00
