Statistik_Code;Statistik_Label;Zeit_Code;Zeit_Label;Zeit;1_Merkmal_Code;1_Merkmal_Label;1_Auspraegung_Code;1_Auspraegung_Label;2_Merkmal_Code;2_Merkmal_Label;2_Auspraegung_Code;2_Auspraegung_Label;3_Merkmal_Code;3_Merkmal_Label;3_Auspraegung_Code;3_Auspraegung_Label;KAU002__Kauffaelle__Anzahl;FLC023__Veraeusserte_Flaeche__1000_qm;KAU003__Kaufsumme__Tsd._EUR;KAU004__Durchschnittlicher_Kaufwert__EUR/qm
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK020B050;20 000 bis unter 50 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;9294;18262;2290874;125,45
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;2381;2467;553897;224,56
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;2318;2277;529895;232,69
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;63;189;24002;126,76
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;279;2404;157413;65,49
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;216;937;114725;122,43
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK050B100;50 000 bis unter 100 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;2876;5807;826035;142,24
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;1027;1383;514083;371,61
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;991;1236;489514;396,13
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;36;148;24569;166,43
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;115;894;136763;152,93
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;100;285;54105;189,75
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK100B200;100 000 bis unter 200 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;1242;2563;704951;275,07
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;1435;1516;743026;490,14
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;1398;1328;715852;539,22
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;37;188;27175;144,25
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;182;8162;336664;41,25
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;121;777;365185;470,20
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK200B500;200 000 bis unter 500 000 Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;1738;10454;1444876;138,21
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;1446;1873;2804096;1497,19
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;1427;1719;2773322;1613,55
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;19;154;30774;199,66
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;105;682;179722;263,60
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;124;187;122287;652,63
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;GEMGK500UM;500 000 und mehr Einwohner;GRSAT1;Art des Grundstücks;;Insgesamt;1675;2742;3106105;1132,76
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;BAULAND07;Wohnbauland;50029;53379;11323885;212,14
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;BAULAND01;Baureifes Land;48440;45876;10827789;236,02
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;BAULAND02;Rohbauland;1589;7504;496095;66,11
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;BAULAND08;Wirtschaftlich genutztes Bauland;4730;43026;2633396;61,20
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;BAULAND06;Sonstiges Bauland;3994;12848;1202513;93,59
61511;Statistik der Kaufwerte für Bauland;JAHR;Jahr;2022;DINSG;Deutschland insgesamt;DG;Deutschland;GEMGK4;Gemeindegrößenklassen;;Insgesamt;GRSAT1;Art des Grundstücks;;Insgesamt;58753;109254;15159794;138,76
